175 B 95 39
176 B 99 11
177 B 99 1
178 B 97 80
179 B 103 96
180 B 99 88
181 B 99 73
182 B 97 12
183 B 102 60
184 B 103 30
185 S 96 42
186 B 101 43
187 S 96 92
188 S 99 44
189 B 95 58
190 S 97 10
191 S 104 55
192 B 98 61
193 B 102 53
194 S 97 65
195 B 101 55
196 S 100 50
197 S 97 100
198 B 104 87
199 S 100 72
200 B 104 29
201 S 96 16
202 B 101 56
203 S 101 50
204 S 100 12
205 S 100 4
206 S 103 15
207 S 100 25
208 B 96 85
209 S 100 98
210 S 104 76
211 S 98 9
212 S 100 31
213 B 100 71
214 B 103 97
215 B 97 92
216 B 97 15
217 S 101 52
218 S 101 31
219 B 96 82
220 B 104 19
221 B 101 21
222 B 100 100
223 S 98 85
224 S 98 46
225 S 96 24
226 S 98 44
227 B 99 42
228 B 98 15
229 B 98 24
230 S 102 43
231 B 95 15
232 S 105 2
233 S 99 50
234 S 105 76
235 B 98 57
236 B 96 73
237 S 104 70
238 S 97 72
239 S 101 99
240 B 101 67
241 B 100 48
242 B 103 51
243 S 99 20
244 S 95 21
245 S 96 35
246 B 96 68
247 S 99 28
248 S 97 36
249 S 102 24
250 S 101 77
251 B 105 9
252 B 103 76
253 S 99 68
254 B 96 3
255 S 99 18
256 B 102 68
257 S 102 83
258 S 104 60
259 S 101 64
260 S 103 47
261 S 95 53
262 B 105 81
263 B 99 55
264 S 96 89
265 B 96 12
266 S 100 22
267 B 96 75
268 S 105 50
269 B 97 30
270 S 101 99
271 B 101 16
272 S 103 96
273 B 98 94
274 S 104 27
275 B 99 14
276 B 98 63
277 B 100 10
278 B 101 31
279 S 99 88
280 S 101 96
281 S 102 79
282 B 96 16
283 S 101 19
284 S 95 99
285 S 99 59
286 S 105 60
287 B 105 60
288 B 96 6
289 B 100 90
290 S 96 44
291 B 97 66
292 S 96 10
293 S 100 56
294 B 95 49
295 B 96 5
296 S 103 55
297 B 97 72
298 B 100 61
299 B 97 66
300 B 103 2
301 B 99 80
302 B 95 96
303 S 97 64
304 B 100 22
305 S 95 31
306 B 101 90
307 S 98 22
308 S 100 98
309 S 105 85
310 S 104 9
311 B 95 96
312 S 97 66
313 B 95 97
314 S 100 94
315 S 99 72
316 S 105 28
317 S 104 8
318 B 95 37
319 B 103 13
320 S 102 24
321 S 98 52
322 S 104 53
323 B 99 35
324 S 95 17
325 B 99 81
326 S 105 100
327 B 105 51
328 B 95 34
329 B 101 27
330 S 95 90
331 S 98 92
332 B 97 57
333 S 100 67
334 B 98 56
335 S 95 90
336 S 104 4
337 B 103 66
338 S 102 77
339 S 99 71
340 S 97 93
341 B 98 14
342 S 102 75
343 B 101 50
344 B 97 6
345 S 103 17
346 S 104 44
347 B 103 41
348 B 101 66
349 B 99 3
350 S 101 44
351 S 98 49
352 B 95 56
353 B 103 94
354 S 96 7
355 S 102 26
356 B 101 87
357 S 103 58
358 B 96 61
359 S 101 86
360 B 97 79
361 B 95 78
362 S 100 61
363 S 95 8
364 S 97 59
365 B 103 29
366 S 100 16
367 S 103 39
368 B 103 54
369 S 97 91
370 S 95 43
371 S 102 93
372 S 101 76
373 B 105 59
374 S 103 20
375 S 103 69
376 B 104 99
377 S 103 81
378 S 103 77
379 S 96 67
380 S 97 46
381 S 95 42
382 S 96 12
383 B 99 38
384 B 102 90
385 S 99 88
386 B 105 47
387 S 103 84
388 S 101 4
389 S 103 34
390 S 99 97
391 B 104 45
392 B 99 82
393 B 105 63
394 B 96 26
395 S 100 55
396 S 97 53
397 B 102 16
398 S 105 12
399 S 96 35
400 S 104 1
401 S 96 57
402 S 100 46
403 B 105 85
404 B 104 92
405 S 102 35
406 S 97 1
407 B 95 87
408 B 102 39
409 S 95 99
410 S 98 81
411 S 95 44
412 S 97 26
413 B 97 39
414 B 96 39
415 B 98 40
416 B 100 76
417 S 105 12
418 S 100 81
419 B 102 15
420 B 100 77
421 B 98 77
422 B 98 15
423 B 103 96
424 B 103 34
425 S 105 19
426 B 104 18
427 S 105 74
428 S 104 44
429 S 98 6
430 S 105 62
431 S 102 29
432 S 102 65
433 B 95 30
434 B 103 72
435 B 98 41
436 S 105 45
437 S 101 41
438 S 95 88
439 B 102 76
440 S 102 70
441 S 100 72
442 B 96 8
443 S 102 59
444 S 102 25
445 S 99 24
446 B 97 57
447 B 97 40
448 S 96 4
449 S 95 51
450 B 103 62
451 B 95 21
452 S 102 20
453 B 102 23
454 B 96 72
455 B 101 74
456 S 95 49
457 B 100 88
458 B 95 56
459 S 98 86
460 S 99 91
461 S 97 35
462 S 101 49
463 S 99 8
464 B 98 66
465 S 105 99
466 B 96 45
467 S 102 43
468 B 97 55
469 S 101 82
470 S 105 18
471 B 101 80
472 S 102 98
473 S 104 42
474 S 102 18
475 B 95 45
476 S 101 63
477 B 100 68
478 B 98 32
479 B 100 89
480 S 100 24
481 B 105 99
482 S 99 3
483 B 102 31
484 B 100 21
485 B 101 19
486 S 96 49
487 B 101 89
488 B 100 44
489 B 96 76
490 B 104 76
491 S 95 31
492 S 98 12
493 B 96 97
494 B 97 68
495 B 99 17
496 B 96 63
497 S 101 99
498 B 102 42
499 S 96 38
500 S 100 12
501 B 96 48
502 B 100 54
503 S 104 61
504 B 99 17
505 S 97 8
506 S 103 59
507 B 104 20
508 B 100 8
509 B 105 10
510 B 98 44
511 B 103 41
512 S 99 90
513 B 96 44
514 S 101 1
515 S 95 4
516 S 100 100
517 B 104 34
518 B 102 29
519 S 101 44
520 S 98 51
521 S 105 47
522 S 105 81
523 S 102 27
524 S 103 58
525 S 103 41
526 B 102 43
527 B 101 33
528 S 105 15
529 S 103 1
530 S 100 46
531 S 100 22
532 B 103 30
533 B 104 17
534 B 104 93
535 S 102 85
536 S 99 89
537 S 104 27
538 S 105 27
539 B 95 31
540 S 99 19
541 B 99 76
542 B 96 95
543 S 103 78
544 S 100 70
545 S 102 91
546 B 103 84
547 B 100 64
548 S 96 11
549 B 103 61
550 S 97 99
551 S 102 82
552 B 105 100
553 B 95 24
554 B 105 72
555 S 105 67
556 S 95 11
557 S 97 26
558 S 102 99
559 S 100 36
560 S 98 66
561 B 100 3
562 B 105 99
563 B 103 31
564 B 102 79
565 B 98 26
566 B 100 20
567 S 95 69
568 B 98 82
569 S 100 27
570 B 97 26
571 B 100 10
572 B 102 8
573 S 99 96
574 S 105 18
575 B 105 61
576 B 97 45
577 B 98 95
578 B 96 16
579 S 97 97
580 S 104 31
581 B 99 77
582 S 102 13
583 B 105 78
584 S 100 89
585 S 99 94
586 B 97 47
587 B 101 3
588 B 103 63
589 S 105 11
590 B 105 75
591 B 99 44
592 S 102 15
593 B 96 99
594 B 105 71
595 B 105 56
596 S 99 11
597 B 100 99
598 B 98 35
599 B 103 75
600 S 105 34
601 B 100 12
602 S 105 23
603 S 96 35
604 B 100 60
605 S 105 42
606 S 105 54
607 B 96 51
608 B 102 19
609 B 98 32
610 B 95 39
611 B 95 95
612 B 96 21
613 S 100 52
614 B 95 65
615 B 100 100
616 S 97 44
617 B 95 69
618 S 101 97
619 B 101 29
620 B 100 69
621 S 105 53
622 B 103 16
623 B 101 80
624 S 97 43
625 S 98 100
626 S 105 4
627 S 103 78
628 S 105 61
629 B 103 45
630 S 101 37
631 S 98 62
632 S 97 71
633 B 98 13
634 B 103 86
635 S 102 73
636 B 101 54
637 S 100 28
638 S 103 56
639 S 98 81
640 S 96 95
641 S 97 50
642 S 104 77
643 S 102 5
644 S 105 53
645 S 96 49
646 S 96 10
647 S 105 62
648 B 104 22
649 B 99 32
650 S 95 62
651 S 102 40
652 B 105 12
653 S 100 39
654 S 97 97
655 S 99 42
656 S 102 51
657 S 95 94
658 B 98 25
659 S 103 68
660 S 104 10
661 B 101 3
662 S 100 34
663 B 101 98
664 S 105 58
665 B 95 22
666 S 104 23
667 B 96 36
668 B 102 53
669 B 105 68
670 B 100 78
671 S 97 67
672 S 101 33
673 B 103 89
674 S 101 84
675 B 97 37
676 S 102 86
677 B 96 82
678 B 105 86
679 S 96 9
680 B 96 69
681 B 99 67
682 B 95 29
683 B 95 37
684 S 96 28
685 B 101 27
686 S 96 50
687 B 96 8
688 S 101 17
689 S 98 47
690 S 98 45
691 S 97 62
692 S 95 18
693 S 102 83
694 S 103 35
695 S 103 89
696 S 97 45
697 S 98 42
698 S 104 52
699 S 95 27
700 B 95 52
701 B 95 58
702 B 100 84
703 S 99 33
704 S 100 28
705 S 104 2
706 B 95 7
707 S 100 86
708 S 95 92
709 S 97 68
710 B 105 20
711 B 105 54
712 S 101 16
713 B 100 84
714 S 97 92
715 B 105 37
716 S 97 64
717 B 95 9
718 S 96 73
719 B 96 41
720 S 103 77
721 B 99 84
722 S 103 79
723 S 97 85
724 B 102 94
725 B 104 65
726 B 97 70
727 S 95 6
728 S 97 72
729 B 102 60
730 B 101 81
731 S 100 23
732 S 100 25
733 B 104 24
734 S 96 71
735 B 98 88
736 B 105 14
737 S 104 82
738 S 103 96
739 S 105 92
740 B 97 100
741 S 99 36
742 B 98 8
743 B 97 49
744 S 102 16
745 S 104 1
746 S 97 74
747 B 99 12
748 B 98 54
749 S 99 14
750 B 96 81
751 B 97 12
752 B 103 65
753 S 104 20
754 S 104 1
755 S 99 20
756 B 96 32
757 S 95 49
758 S 97 58
759 B 96 25
760 B 104 55
761 S 95 61
762 B 97 21
763 S 101 12
764 B 100 60
765 S 100 64
766 S 96 41
767 S 100 12
768 S 97 39
769 S 104 15
770 B 101 14
771 S 99 28
772 S 105 28
773 B 98 46
774 B 96 32
775 S 99 56
776 S 103 7
777 B 98 91
778 S 95 6
779 S 96 17
780 S 105 72
781 B 105 81
782 B 104 22
783 B 100 22
784 B 100 36
785 S 96 24
786 B 98 70
787 B 98 11
788 B 96 4
789 S 96 72
790 B 102 52
791 B 98 24
792 B 102 47
793 S 100 92
794 B 101 15
795 S 96 48
796 B 98 11
797 S 96 29
798 B 96 71
799 B 96 56
800 B 98 29
801 S 103 74
802 B 99 99
803 B 100 82
804 B 105 74
805 B 103 52
806 S 97 75
807 S 102 35
808 B 99 11
809 S 102 74
810 S 97 69
811 B 103 20
812 S 102 23
813 S 99 21
814 S 97 88
815 S 100 47
816 B 103 25
817 B 101 57
818 S 99 5
819 S 96 8
820 S 95 75
821 S 105 95
822 S 97 58
823 B 99 93
824 S 102 27
825 B 98 21
826 B 102 88
827 S 101 96
828 B 99 100
829 S 100 74
830 S 99 25
831 B 95 43
832 S 100 45
833 B 95 98
834 B 101 95
835 S 105 56
836 S 104 56
837 S 104 47
838 B 105 71
839 S 104 49
840 S 101 85
841 B 103 28
842 B 95 29
843 B 95 82
844 S 98 73
845 S 105 100
846 S 103 3
847 S 102 56
848 B 102 90
849 S 97 74
850 S 99 15
851 B 97 98
852 S 97 10
853 B 105 57
854 S 101 83
855 B 99 79
856 S 100 100
857 B 101 37
858 B 103 45
859 B 99 91
860 B 105 48
861 B 103 56
862 B 95 4
863 S 95 95
864 B 103 46
865 B 98 84
866 S 98 100
867 S 99 25
868 B 102 30
869 B 105 23
870 S 97 32
871 B 103 51
872 S 97 80
873 S 97 59
874 B 102 96
875 B 105 70
876 B 105 62
877 B 98 76
878 S 101 90
879 S 97 84
880 S 95 36
881 B 102 6
882 B 95 98
883 B 97 40
884 B 101 3
885 B 105 16
886 S 98 67
887 S 102 27
888 S 105 27
889 S 104 66
890 B 99 17
891 B 99 70
892 B 101 13
893 S 104 56
894 S 98 41
895 S 102 12
896 S 103 11
897 S 104 87
898 B 99 58
899 B 100 60
900 B 104 98
901 B 104 78
902 B 103 71
903 S 101 25
904 S 105 49
905 B 102 47
906 S 102 55
907 S 97 63
908 S 102 54
909 B 98 98
910 S 96 24
911 S 99 79
912 S 102 45
913 B 100 33
914 B 103 96
915 B 98 47
916 S 100 11
917 B 96 11
918 S 99 62
919 S 103 85
920 S 95 1
921 S 102 37
922 S 103 54
923 S 98 45
924 B 97 64
925 S 103 74
926 S 97 60
927 B 99 56
928 S 98 75
929 S 103 74
930 B 97 27
931 B 102 50
932 S 97 51
933 B 102 32
934 S 95 73
935 S 102 64
936 S 99 29
937 S 99 35
938 S 100 20
939 S 97 12
940 B 103 66
941 S 100 91
942 B 97 88
943 B 95 65
944 B 99 83
945 S 100 73
946 B 105 26
947 S 104 24
948 S 104 32
949 B 102 67
950 B 101 26
951 S 99 71
952 S 102 64
953 B 104 86
954 S 103 5
955 B 96 79
956 S 101 96
957 S 105 63
958 S 97 73
959 B 103 36
960 S 98 64
961 B 105 34
962 S 97 78
963 B 101 56
964 S 98 33
965 B 101 36
966 S 100 67
967 B 101 21
968 S 100 54
969 S 104 64
970 B 100 87
971 S 101 90
972 S 102 36
973 S 103 74
974 B 95 79
975 S 98 68
976 B 97 85
977 S 99 9
978 S 95 90
979 B 96 33
980 B 100 1
981 B 99 96
982 B 101 47
983 S 95 28
984 B 100 89
985 S 101 50
986 S 101 37
987 S 104 55
988 S 104 24
989 B 104 81
990 S 98 23
991 B 96 36
992 B 102 78
993 B 99 4
994 B 96 3
995 B 101 95
996 S 105 92
997 B 105 58
998 S 100 90
999 S 99 37
1000 S 98 60
1001 B 100 95
1002 S 105 93
1003 S 100 68
1004 S 103 20
1005 B 103 71
1006 B 97 21
1007 S 96 19
1008 S 95 1
1009 S 103 12
1010 B 97 71
1011 B 95 4
1012 S 100 73
1013 S 103 32
1014 B 101 75
1015 B 95 81
1016 B 98 56
1017 B 96 66
1018 B 103 8
1019 B 102 47
1020 B 100 42
1021 S 95 61
1022 B 102 60
1023 S 105 96
1024 S 96 83
1025 B 105 74
1026 S 97 86
1027 B 105 42
1028 S 103 74
1029 S 105 30
1030 B 96 36
1031 S 104 72
1032 S 97 67
1033 S 100 55
1034 S 95 44
1035 S 102 59
1036 B 101 72
1037 S 103 74
1038 S 105 21
1039 B 97 21
1040 B 105 62
1041 B 102 62
1042 S 105 94
1043 S 101 76
1044 S 97 47
1045 B 95 14
1046 B 96 67
1047 S 102 18
1048 B 103 5
1049 B 100 71
1050 S 96 6
1051 S 95 6
1052 B 98 77
1053 B 103 8
1054 B 105 82
1055 B 97 16
1056 S 98 93
1057 B 98 82
1058 S 101 50
1059 B 96 57
1060 S 98 6
1061 S 100 11
1062 S 97 44
1063 S 96 72
1064 S 104 19
1065 B 100 46
1066 S 101 88
1067 B 98 23
1068 B 98 45
1069 S 97 94
1070 S 98 51
1071 B 102 11
1072 S 96 28
1073 S 101 79
1074 B 96 54
1075 B 103 76
1076 B 101 75
1077 S 97 15
1078 B 101 10
1079 B 104 3
1080 S 98 66
1081 B 95 64
1082 S 99 87
1083 B 103 95
1084 S 95 49
1085 B 99 12
1086 S 105 78
1087 B 99 73
1088 B 96 46
1089 B 104 47
1090 B 98 14
1091 S 99 89
1092 S 95 92
1093 S 96 39
1094 S 105 95
1095 B 96 17
1096 B 99 83
1097 S 99 12
1098 B 105 4
1099 B 102 70
1100 S 98 84
1101 B 98 99
1102 B 102 27
1103 B 96 33
1104 B 100 3
1105 B 105 60
1106 S 102 64
1107 S 95 96
1108 S 104 36
1109 S 98 64
1110 B 103 5
1111 B 105 62
1112 S 105 31
1113 S 104 20
1114 S 103 15
1115 S 101 73
1116 S 101 25
1117 B 95 61
1118 B 103 15
1119 B 101 17
1120 B 105 32
1121 S 101 16
1122 S 104 7
1123 B 100 95
1124 S 99 23
1125 B 104 34
1126 S 103 89
1127 S 99 4
1128 B 101 31
1129 B 102 5
1130 S 104 44
1131 B 96 81
1132 B 100 17
1133 B 98 26
1134 B 98 63
1135 B 105 79
1136 S 100 89
1137 S 104 95
1138 S 99 84
1139 B 100 78
1140 B 96 26
1141 S 96 16
1142 S 98 67
1143 S 101 66
1144 S 103 21
1145 S 96 21
1146 B 99 65
1147 B 99 70
1148 S 99 83
1149 B 103 40
1150 B 95 99
1151 B 96 92
1152 S 105 34
1153 S 102 19
1154 B 103 86
1155 S 104 69
1156 B 96 3
1157 B 95 59
1158 S 105 33
1159 S 95 40
1160 S 104 52
1161 S 96 61
1162 B 101 89
1163 B 99 58
1164 B 103 98
1165 B 96 87
1166 B 98 20
1167 B 101 51
1168 S 101 39
1169 S 99 6
1170 S 95 70
1171 B 100 31
1172 S 97 100
1173 B 95 68
1174 B 100 35
1175 B 102 41
1176 S 99 22
1177 B 103 2
1178 S 102 25
1179 B 103 82
1180 S 103 31
1181 B 100 63
1182 B 100 5
1183 S 95 33
1184 B 103 60
1185 B 104 31
1186 S 102 97
1187 B 105 43
1188 B 104 76
1189 S 104 49
1190 B 100 35
1191 S 104 8
1192 B 101 2
1193 S 97 62
1194 S 98 46
1195 B 95 33
1196 B 102 74
1197 B 105 61
1198 B 102 6
1199 S 102 4
1200 B 102 31
1201 B 101 79
1202 B 96 7
1203 S 104 84
1204 B 101 3
1205 S 104 58
1206 B 99 19
1207 B 100 64
1208 B 97 79
1209 S 100 49
1210 B 95 92
1211 S 98 1
1212 B 105 23
1213 B 102 99
1214 B 104 13
1215 B 99 53
1216 B 104 93
1217 S 98 16
1218 S 97 32
1219 B 99 5
1220 B 101 59
1221 S 100 35
1222 B 97 80
1223 B 99 74
1224 S 102 25
1225 S 96 75
1226 B 98 94
1227 S 105 60
1228 S 97 75
1229 B 99 65
1230 B 104 56
1231 S 102 57
1232 B 101 15
1233 S 96 32
1234 S 104 33
1235 B 97 75
1236 B 100 70
1237 S 105 13
1238 S 95 85
1239 B 102 90
1240 S 101 9
1241 S 100 67
1242 S 101 2
1243 S 105 69
1244 B 100 9
1245 B 104 56
1246 B 100 69
1247 B 97 71
1248 B 97 97
1249 B 100 15
1250 B 96 84
1251 S 98 18
1252 S 103 43
1253 S 100 81
1254 B 104 19
1255 B 103 63
1256 B 100 52
1257 B 95 11
1258 B 105 35
1259 S 103 62
1260 B 96 41
1261 B 103 34
1262 B 104 93
1263 S 99 8
1264 B 103 57
1265 B 99 11
1266 S 102 21
1267 S 96 23
1268 B 101 41
1269 B 105 98
1270 S 105 4
1271 B 95 100
1272 S 103 40
1273 B 100 59
1274 S 103 70
1275 B 96 87
1276 B 98 51
1277 B 100 39
1278 B 104 22
1279 B 96 70
1280 B 105 41
1281 B 100 9
1282 S 96 84
1283 S 102 53
1284 B 103 42
1285 B 101 2
1286 B 97 51
1287 S 98 33
1288 B 101 69
1289 S 97 18
1290 B 97 33
1291 S 101 14
1292 S 101 46
1293 S 97 1
1294 B 98 8
1295 B 102 61
1296 B 98 8
1297 S 98 59
1298 B 97 3
1299 B 96 11
1300 S 96 60
1301 B 99 59
1302 S 96 96
1303 S 104 26
1304 B 101 79
1305 S 98 22
1306 S 104 5
1307 B 95 6
1308 S 98 91
1309 S 102 74
1310 B 100 15
1311 S 102 72
1312 S 100 61
1313 B 99 63
1314 S 105 17
1315 B 105 34
1316 B 98 28
1317 S 104 88
1318 S 100 35
1319 B 96 92
1320 S 105 47
1321 S 98 91
1322 S 103 87
1323 B 105 32
1324 B 100 18
1325 B 103 83
1326 S 101 54
1327 S 102 16
1328 S 99 33
1329 S 103 63
1330 S 101 83
1331 S 104 1
1332 B 103 14
1333 S 100 76
1334 S 97 80
1335 S 98 2
1336 B 101 5
1337 B 103 22
1338 B 105 26
1339 B 96 77
1340 S 101 97
1341 B 98 67
1342 S 97 36
1343 B 98 71
1344 B 97 95
1345 B 105 56
1346 B 95 32
1347 B 101 2
1348 S 100 23
1349 B 103 52
1350 S 104 26
1351 B 102 60
1352 S 95 26
1353 S 99 88
1354 B 95 74
1355 B 98 34
1356 B 101 1
1357 S 103 3
1358 B 101 25
1359 B 104 78
1360 S 95 78
1361 B 104 22
1362 S 101 75
1363 B 103 17
1364 B 104 70
1365 B 95 62
1366 S 99 56
1367 B 104 53
1368 B 100 6
1369 S 105 85
1370 B 96 96
1371 B 96 30
1372 B 96 36
1373 S 100 18
1374 S 101 81
1375 B 100 71
1376 B 96 85
1377 S 100 84
1378 B 104 71
1379 S 102 92
1380 S 97 6
1381 S 102 70
1382 S 104 17
1383 S 99 92
1384 S 102 44
1385 B 99 88
1386 B 96 52
1387 S 95 18
1388 B 99 37
1389 B 101 45
1390 S 102 57
1391 S 105 40
1392 B 98 93
1393 B 96 37
1394 B 105 78
1395 B 102 51
1396 B 103 84
1397 S 95 17
1398 B 98 21
1399 S 102 56
1400 S 97 35
1401 S 102 62
1402 S 95 18
1403 S 102 55
1404 S 102 16
1405 B 97 81
1406 B 99 19
1407 S 103 42
1408 S 102 55
1409 B 100 86
1410 B 103 81
1411 S 95 44
1412 S 101 36
1413 B 101 28
1414 S 104 58
1415 B 104 13
1416 S 103 88
1417 S 102 38
1418 B 97 65
1419 B 103 27
1420 B 105 46
1421 B 101 81
1422 S 102 6
1423 S 104 66
1424 S 97 24
1425 S 96 8
1426 B 101 14
1427 B 98 45
1428 B 104 59
1429 B 105 17
1430 S 100 20
1431 B 96 5
1432 S 105 63
1433 B 95 22
1434 S 101 8
1435 B 97 23
1436 B 97 73
1437 B 98 20
1438 S 96 55
1439 S 105 63
1440 S 101 86
1441 S 98 3
1442 B 100 7
1443 S 100 53
1444 B 97 29
1445 S 101 71
1446 S 101 13
1447 B 103 95
1448 B 102 64
1449 B 104 55
1450 S 103 48
1451 S 105 24
1452 S 95 26
1453 S 96 44
1454 S 103 28
1455 B 105 85
1456 S 105 54
1457 B 96 40
1458 B 95 84
1459 S 99 7
1460 S 96 14
1461 B 98 75
1462 S 103 99
1463 B 95 80
1464 B 101 31
1465 B 105 75
1466 S 102 94
1467 B 96 78
1468 B 103 100
1469 B 105 67
1470 S 96 57
1471 B 105 14
1472 S 99 36
1473 S 96 100
1474 S 99 75
1475 B 98 31
1476 S 98 99
1477 S 97 18
1478 B 97 87
1479 B 104 37
1480 S 100 13
1481 S 99 66
1482 S 98 79
1483 B 104 1
1484 B 98 93
1485 B 95 67
1486 B 104 15
1487 S 99 9
1488 B 105 72
1489 S 99 98
1490 S 95 23
1491 S 101 51
1492 B 101 71
1493 S 104 28
1494 B 103 80
1495 S 101 81
1496 B 95 7
1497 S 103 60
1498 S 102 85
1499 S 99 83
1500 S 98 3
1501 B 105 25
1502 B 97 24
1503 B 101 23
1504 B 100 65
1505 S 98 29
1506 S 104 94
1507 S 95 35
1508 B 104 64
1509 B 96 60
1510 S 96 39
1511 S 100 61
1512 S 105 55
1513 S 103 91
1514 S 105 33
1515 S 105 72
1516 S 99 80
1517 S 98 16
1518 B 105 27
1519 S 95 21
1520 S 96 95
1521 S 99 67
1522 S 100 91
1523 S 101 88
1524 S 100 11
1525 B 100 29
1526 B 96 67
1527 B 96 66
1528 S 97 2
1529 S 103 29
1530 S 95 76
1531 B 97 77
1532 B 98 23
1533 B 104 57
1534 B 96 12
1535 B 99 98
1536 B 101 75
1537 B 98 100
1538 B 104 48
1539 S 100 16
1540 B 100 2
1541 B 99 59
1542 S 95 82
1543 S 102 8
1544 S 95 90
1545 B 102 52
1546 B 97 35
1547 S 99 58
1548 B 100 92
1549 B 97 97
1550 S 100 49
1551 B 101 76
1552 B 96 79
1553 S 104 68
1554 B 95 74
1555 S 104 10
1556 B 96 30
1557 S 102 39
1558 S 105 53
1559 B 99 80
1560 B 95 76
1561 S 100 82
1562 S 99 28
1563 B 103 40
1564 S 98 76
1565 S 95 93
1566 B 103 89
1567 S 99 29
1568 B 103 87
1569 B 95 4
1570 B 103 76
1571 B 102 94
1572 S 95 95
1573 B 105 12
1574 S 102 68
1575 S 96 36
1576 B 104 56
1577 B 97 3
1578 S 95 73
1579 S 96 26
1580 B 104 60
1581 B 105 25
1582 B 95 15
1583 B 102 11
1584 B 104 50
1585 S 99 6
1586 S 105 74
1587 B 97 95
1588 B 102 20
1589 S 105 70
1590 B 95 42
1591 B 96 56
1592 B 105 91
1593 S 100 24
1594 S 101 59
1595 S 101 66
1596 B 99 3
1597 S 95 84
1598 S 104 43
1599 S 99 39
1600 S 99 27
1601 S 100 26
1602 B 95 40
1603 B 99 56
1604 S 103 87
1605 B 105 42
1606 S 100 76
1607 S 105 4
1608 B 102 56
1609 B 95 3
1610 B 104 68
1611 S 101 76
1612 S 96 44
1613 B 105 28
1614 S 99 58
1615 B 101 65
1616 B 105 22
1617 B 103 67
1618 S 98 75
1619 S 98 11
1620 S 102 37
1621 B 95 26
1622 B 96 86
1623 S 97 66
1624 B 95 94
1625 S 99 38
1626 B 104 48
1627 S 102 10
1628 B 105 28
1629 S 95 47
1630 B 99 59
1631 S 105 5
1632 S 104 22
1633 B 103 10
1634 S 96 38
1635 B 102 66
1636 S 95 76
1637 S 100 86
1638 S 99 13
1639 S 105 78
1640 B 100 21
1641 B 97 73
1642 S 96 77
1643 S 100 88
1644 B 105 21
1645 B 96 99
1646 S 103 36
1647 B 95 3
1648 B 95 29
1649 B 100 45
1650 S 96 21
1651 B 103 57
1652 S 104 62
1653 S 100 44
1654 B 105 34
1655 S 98 40
1656 S 99 52
1657 S 97 51
1658 S 104 3
1659 S 104 46
1660 B 105 43
1661 S 103 32
1662 S 95 88
1663 B 101 52
1664 S 96 52
1665 B 105 66
1666 S 95 63
